Partition,Algorithm,BlendWeight,BuildTime,TestTime,NUsers,NAttempted,NGood,Coverage,RMSE.ByUser,RMSE.ByRating,Predict.nDCG,TopN.nDCG,MAP,MRR
5,lucene,,1.2690000000000001,34.916000000000004,172,860,839,0.9755813953488373,0.6639670177483596,0.7373353372053534,0.9643494602271799,0.025054281000049063,0.0275829354629985,0.029203539889467434
5,lucene-svd-blend,0.9,10.101,45.985,172,860,860,1.0,0.6589886920973363,0.7324160812411273,0.9771326793060626,0.06802864598674664,0.10720635385860172,0.11591450079349284
5,lucene-svd-blend,1.0,48.957,46.767,172,860,860,1.0,0.6653714788546027,0.7390954547866986,0.976741139668142,0.06351469092252549,0.09810981604518558,0.10680710260242426
1,ii,,34.839,91.364,173,865,865,1.0,0.6969767407758125,0.7751924972961163,0.9689601001133558,0.034767732251266545,0.04301962436990412,0.04463054835139859
5,lucene-svd-blend,0.8,0.134,33.011,172,860,860,1.0,0.6539528659896049,0.7272292904700188,0.9767990974206515,0.06705708205444513,0.1117073876196203,0.12135076996307105
1,svd,,26.621000000000002,0.726,173,865,865,1.0,0.711028763811202,0.7862029343465093,0.9704547631750979,0.04717015177555771,0.07188351721601942,0.07605320388633438
5,ii-svd-blend,1.0,83.407,90.641,172,860,860,1.0,0.6653714788546027,0.7390954547866986,0.976741139668142,0.06351469092252549,0.09810981604518558,0.10680710260242426
5,ii-svd-blend,0.9,0.756,86.777,172,860,860,1.0,0.6618554579799109,0.7358090125540805,0.9768923297293086,0.06435966775510123,0.09856909751079403,0.10589559723212956
5,lucene-svd-blend,0.7,0.031,37.469,172,860,860,1.0,0.6503045635687678,0.7235671813018527,0.9769599960755134,0.06462556851732902,0.1032630704688628,0.11165958038469558
5,ii-svd-blend,0.8,0.219,88.885,172,860,860,1.0,0.659097084472198,0.7333194729125826,0.9774691364143746,0.06465653108297502,0.09655272266776678,0.10693726389879622
5,lucene-svd-blend,0.6,0.054,37.499,172,860,860,1.0,0.6480923769093985,0.721452972049706,0.97668248946704,0.05940218644002669,0.08692191046970459,0.09463580413734313
5,ii-svd-blend,0.7,0.212,87.737,172,860,860,1.0,0.6571095821610023,0.7316349707861757,0.9774461754727494,0.06458337144497835,0.09666577372140032,0.11037320959174583
5,lucene-svd-blend,0.5,0.077,30.822,172,860,860,1.0,0.6473703765902467,0.7209002815814852,0.9761389663418792,0.05291032125212152,0.07513156700071509,0.081811675496606
1,ii-svd-blend,0,49.45,86.264,173,865,865,1.0,0.6969767407758125,0.7751924972961163,0.9689601001133558,0.034807685479063294,0.04311596348358428,0.044726887465078746
5,ii-svd-blend,0.6,0.106,84.525,172,860,860,1.0,0.6559087689947778,0.7307610733538776,0.9772696506539214,0.058177081005289,0.0872540945180264,0.09488738768911027
5,lucene-svd-blend,0.4,0.035,31.955000000000002,172,860,860,1.0,0.6481818859180495,0.7219126963642067,0.975845796658882,0.04865952599767749,0.06638820949850244,0.07440554905261489
1,lucene-svd-blend,0,0.029,31.73,173,865,865,1.0,0.7053164112652599,0.7814908434336402,0.9691165821980154,0.03225979140300514,0.038866224199354704,0.04093336656920472
5,lucene-svd-blend,0.3,0.039,30.072,172,860,860,1.0,0.6505371788663005,0.7244836550551563,0.9748054658723453,0.042044218970950446,0.05634360618052551,0.06447164497609094
5,ii-svd-blend,0.5,0.096,77.955,172,860,860,1.0,0.6555131085450854,0.7307006890025884,0.9771553619048341,0.05809114255126811,0.08806687293884699,0.09507504607795306
5,lucene-svd-blend,0.2,0.049,28.481,172,860,860,1.0,0.6544074298868293,0.7285966591983404,0.9753446394547163,0.035678431216046656,0.047734357934131874,0.055240556813112275
5,ii-svd-blend,0.4,0.101,74.524,172,860,860,1.0,0.6559414042036262,0.7314540192082665,0.977111766228506,0.05396712477422711,0.08641022091603487,0.09139384355954122
1,ii-svd-blend,0.1,0.146,74.07300000000001,173,865,865,1.0,0.6948752479365037,0.7721093596421728,0.9695093204015361,0.039738126655196604,0.04540561909890591,0.0496807294550594
5,lucene-svd-blend,0.1,0.026000000000000002,28.432000000000002,172,860,860,1.0,0.6597399114761678,0.7342257944464706,0.9759628757499117,0.028765690547495212,0.03530606606057111,0.04161705439254022
5,ii-svd-blend,0.3,0.113,72.389,172,860,860,1.0,0.6572070508065276,0.7330185551884205,0.9766210846222189,0.048611809307432634,0.07344865880064402,0.0789563605918725
1,lucene-svd-blend,0.1,0.032,30.293,173,865,865,1.0,0.6985983054579293,0.7737851927513676,0.9704280431793224,0.03489535621383994,0.04551751519343131,0.04714000826449153
5,lucene-svd-blend,0,0.03,32.898,172,860,860,1.0,0.6664768533537572,0.7413365246288514,0.9759307386616303,0.025054281000049063,0.0275829354629985,0.029203539889467434
5,ii-svd-blend,0.2,0.092,76.108,172,860,860,1.0,0.6593096999662872,0.7353891194548875,0.9764707472059307,0.04557016551379762,0.06590268886240516,0.0710382354403702
5,svd,,21.308,1.088,172,860,860,1.0,0.6657461677229363,0.7401543649671696,0.9750143474272472,0.0546394804642916,0.08762786647956566,0.09658989121193924
5,ii-svd-blend,0.1,0.085,81.379,172,860,860,1.0,0.6622302164669571,0.738557950672981,0.9761450214827112,0.03935726551765044,0.05563600620326775,0.06186217587312682
1,ii-svd-blend,0.2,0.105,82.501,173,865,865,1.0,0.6935363866378468,0.7698958404774819,0.9695732469006211,0.04353787496404682,0.05315125405087255,0.061488306917891936
4,lucene,,0.036000000000000004,32.747,172,860,826,0.9604651162790697,0.6989895340542817,0.7777143599644815,0.9500476717728676,0.017142652092401903,0.02260561407017235,0.02317882961431813
5,ii-svd-blend,0,0.097,84.10300000000001,172,860,860,1.0,0.6659359501974812,0.7425148286192238,0.9757960472468383,0.032973099079668555,0.044455067704084764,0.04683379391237033
1,lucene-svd-blend,0.2,0.035,36.175000000000004,173,865,865,1.0,0.6934136454185201,0.7677900760119584,0.9715667335049681,0.039466422401314205,0.05935703780641056,0.06071393864401971
5,ii,,0.128,84.105,172,860,860,1.0,0.6659359501974812,0.7425148286192238,0.9757960472468383,0.032973099079668555,0.044455067704084764,0.04683379391237033
4,lucene-svd-blend,1.0,41.438,33.599000000000004,172,860,860,1.0,0.691983294213295,0.7593700295177007,0.9705062758483112,0.04332508720596153,0.07047444990070448,0.07116844421388484
4,lucene-svd-blend,0.9,7.595,33.599000000000004,172,860,860,1.0,0.6867151110186787,0.7529393996489829,0.9705486862248327,0.04410467395774906,0.0742187831328518,0.07512594444698986
1,ii-svd-blend,0.3,0.138,79.458,173,865,865,1.0,0.6929546663150851,0.768559453573134,0.9702243390887842,0.04656304747952603,0.06127599725050969,0.07004686224553762
4,lucene-svd-blend,0.8,0.035,37.668,172,860,860,1.0,0.6830497004321544,0.7483853368206548,0.9702447398694324,0.044058698331096297,0.07212867549307359,0.07483438956164674
1,lucene-svd-blend,0.3,0.043000000000000003,33.988,173,865,865,1.0,0.6898185584086,0.7635457859710533,0.9718948796193531,0.040140685373882136,0.0626804340050352,0.06434228371601787
4,ii-svd-blend,1.0,60.145,95.514,172,860,860,1.0,0.691983294213295,0.7593700295177007,0.9705062758483112,0.04332508720596153,0.07047444990070448,0.07116844421388484
4,ii-svd-blend,0.9,0.101,96.973,172,860,860,1.0,0.6883586922004014,0.7556744972220663,0.970844162849073,0.042944969357359246,0.07118613213431953,0.07176941513039323
4,lucene-svd-blend,0.7,0.097,36.455,172,860,860,1.0,0.680957141097836,0.7457422210140023,0.9714491097876915,0.043809743837557424,0.07628536676501792,0.07757114494033099
4,ii-svd-blend,0.8,0.145,94.623,172,860,860,1.0,0.6855329093104179,0.7529116664566173,0.9714047325027246,0.04303494608593546,0.07044760182008887,0.07103560393425377
1,ii-svd-blend,0.4,0.096,92.456,173,865,865,1.0,0.6931241310640639,0.768104777177805,0.9711186332771296,0.04941314727968517,0.06823984198194351,0.08027047116235168
4,lucene-svd-blend,0.6,0.051000000000000004,34.201,172,860,860,1.0,0.6804183773625748,0.7450303906874979,0.9706273546582908,0.03957410883999684,0.06820937697733184,0.0694540705912115
1,lucene-svd-blend,0.4,0.032,33.235,173,865,865,1.0,0.6878463513672028,0.7610816144648264,0.9726443461471203,0.04360859008968506,0.06612845753412676,0.06941288598131759
4,ii-svd-blend,0.7,0.101,88.903,172,860,860,1.0,0.6835206386331456,0.7510918298941128,0.9723017240346142,0.04457450300885653,0.07964173948946071,0.0818033053138172
4,lucene-svd-blend,0.5,0.024,34.449,172,860,860,1.0,0.6814174810237524,0.7462553724452318,0.9708415083037385,0.03462012186213685,0.05419679251087904,0.05749874895237036
4,ii-svd-blend,0.6,0.09,86.724,172,860,860,1.0,0.6823370053494979,0.7502218499173708,0.9722890965619019,0.04246692512172038,0.07428466771566526,0.07853982147663298
4,lucene-svd-blend,0.4,0.025,31.774,172,860,860,1.0,0.6839403141401748,0.7494076686084251,0.9717499151548459,0.029954981930506837,0.04313339375815507,0.0438868743523839
4,lucene-svd-blend,0.3,0.03,33.602000000000004,172,860,860,1.0,0.6879739272895119,0.7544631214613444,0.9721790556156948,0.024724084953735445,0.0342288353051817,0.03454276207948179
1,ii-svd-blend,0.5,0.094,82.255,173,865,865,1.0,0.6940384369510098,0.7685333761943726,0.971222903526463,0.0503062187221204,0.06638099384117371,0.07376743131091618
4,ii-svd-blend,0.5,0.113,84.592,172,860,860,1.0,0.6819983488631567,0.7503050306147133,0.9721112079550579,0.04045602861708087,0.06792480387994276,0.07380466152205281
1,lucene-svd-blend,0.5,0.023,33.289,173,865,865,1.0,0.6875042870432657,0.7604148674435209,0.9725282682860137,0.051123176559075965,0.08329045917142129,0.0883777069395529
4,ii-svd-blend,0.4,0.114,85.639,172,860,860,1.0,0.6825217709294673,0.7513410554139833,0.9721031419346629,0.03944332843159161,0.06295253529406417,0.0716762741998051
4,lucene-svd-blend,0.2,0.054,34.522,172,860,860,1.0,0.6935050061538757,0.7613838220842453,0.9718936598260292,0.021277293382659757,0.029424859569958946,0.029194723911044215
4,lucene-svd-blend,0.1,0.039,32.605000000000004,172,860,860,1.0,0.7005168623052754,0.7701194858126683,0.9710086909149998,0.01921311558784579,0.026847778434555745,0.026728079392148083
4,ii-svd-blend,0.3,0.108,84.982,172,860,860,1.0,0.6839212294222629,0.7533259930786933,0.9721386624339866,0.0378651509318384,0.05407139615901358,0.06290937063373492
4,lucene-svd-blend,0,0.026000000000000002,34.786,172,860,860,1.0,0.7089852542466741,0.7806091822003253,0.9708090017788553,0.017142652092401903,0.02260561407017235,0.02317882961431813
1,ii-svd-blend,0.6,0.116,85.112,173,865,865,1.0,0.6956907934366648,0.7698437753730958,0.971631977862996,0.05172063929252145,0.07441545117791619,0.07892184758905513
4,ii-svd-blend,0.2,0.157,87.9,172,860,860,1.0,0.6862006805412899,0.7562523718031893,0.9715209172917597,0.03439149520782774,0.04962010363748563,0.05601519714076922
4,svd,,21.324,0.502,172,860,860,1.0,0.6912628409667491,0.7557960315475071,0.969991094073237,0.03378235610010084,0.04936347014848692,0.050586246080565174
1,lucene-svd-blend,0.6,0.028,32.135,173,865,865,1.0,0.6887792657957521,0.7615502659263117,0.9727676970382706,0.0535615150790564,0.08249201262067958,0.08856338636975873
4,ii-svd-blend,0.1,0.126,90.251,172,860,860,1.0,0.6893511110553255,0.7601093181776212,0.9716724854070106,0.028145557817995895,0.038789961220074824,0.04211683460508775
3,lucene,,0.075,27.121000000000002,172,860,821,0.9546511627906977,0.6880877735776233,0.7486929640724653,0.9518167629896996,0.02968074291518756,0.05015585749939373,0.05316134845546608
4,ii-svd-blend,0,0.083,83.205,172,860,860,1.0,0.6933551252913631,0.7648827550778585,0.9715477009576156,0.025342691688884207,0.035472198051890454,0.03833728635365722
1,ii-svd-blend,0.7,0.14400000000000002,69.648,173,865,865,1.0,0.698073785486441,0.7720314845855101,0.9715113197308168,0.05280773793327468,0.07393791777727914,0.07962932749350334
4,ii,,0.077,71.268,172,860,860,1.0,0.6933551252913631,0.7648827550778585,0.9715477009576156,0.025342691688884207,0.035472198051890454,0.03833728635365722
1,lucene-svd-blend,0.7,0.021,27.157,173,865,865,1.0,0.6916475190796102,0.7644797803645641,0.9719941322663943,0.05425487819822436,0.08601324309778989,0.0916879407225045
3,lucene-svd-blend,0.9,4.667,29.812,172,860,860,1.0,0.6896593846810981,0.75521803747265,0.9764682799004173,0.06125139268684477,0.09303919592749584,0.10136162370871295
3,lucene-svd-blend,1.0,30.432000000000002,29.955000000000002,172,860,860,1.0,0.6963118864011116,0.7632994533723105,0.9753105899875788,0.057632868432666746,0.09377929943984328,0.09605319981377078
3,lucene-svd-blend,0.8,0.024,27.493000000000002,172,860,860,1.0,0.6845169665887995,0.7488817740713941,0.9765520596078482,0.06293647344012214,0.10127790159496905,0.10994562225320378
1,ii-svd-blend,0.8,0.075,68.22,173,865,865,1.0,0.7011790717403185,0.7750890751755802,0.971052182433371,0.05172315560762509,0.07139507644220952,0.07593954476557957
3,ii-svd-blend,1.0,50.841,70.897,172,860,860,1.0,0.6963118864011116,0.7632994533723105,0.9753105899875788,0.057632868432666746,0.09377929943984328,0.09605319981377078
3,ii-svd-blend,0.9,0.076,70.336,172,860,860,1.0,0.6928986495908483,0.7590185703500525,0.9761337889148125,0.05640429480086898,0.084599218561114,0.08749667285400714
1,lucene-svd-blend,0.8,0.03,27.061,173,865,865,1.0,0.6960810117598449,0.7691829117905551,0.9712785182644541,0.05490334346726076,0.08337137348693567,0.08826987955940692
3,lucene-svd-blend,0.7,0.024,28.115000000000002,172,860,860,1.0,0.6809158611468024,0.7443352321066768,0.9762092812259611,0.06015056065009243,0.09978498177639385,0.11134998925633403
3,ii-svd-blend,0.8,0.078,70.949,172,860,860,1.0,0.690319618544862,0.7556820450088529,0.9760515047246731,0.05708701776657459,0.0822765026373469,0.08562098515460494
3,lucene-svd-blend,0.6,0.022,27.69,172,860,860,1.0,0.6788861857929409,0.7416113286493048,0.9772345840249891,0.05652933088056965,0.09336796884010307,0.09917942726019066
3,ii-svd-blend,0.7,0.076,77.183,172,860,860,1.0,0.6885876235366124,0.7533024256937195,0.976063421182472,0.05634945154988496,0.08917362679580076,0.09419695791784313
3,lucene-svd-blend,0.5,0.031,36.553,172,860,860,1.0,0.6784580537163458,0.7407301712589938,0.9757689047153354,0.052840060963524525,0.07641103857454593,0.07968006959501636
1,ii-svd-blend,0.9,0.088,80.60300000000001,173,865,865,1.0,0.7049969679937579,0.7790063043880908,0.9702182450545512,0.05241244412732491,0.07275281954812725,0.077183961623778
3,ii-svd-blend,0.6,0.105,86.786,172,860,860,1.0,0.6877106239931827,0.7518887978671293,0.9752016614116275,0.0508657520406233,0.08120088463759124,0.08570429398863377
3,lucene-svd-blend,0.4,0.027,34.809,172,860,860,1.0,0.6796622962724689,0.7416983276592135,0.9750777579712342,0.048304318164948866,0.07198159355414903,0.07470389547703234
1,lucene-svd-blend,0.9,0.044,31.154,173,865,865,1.0,0.702048850794554,0.775627397108605,0.9708045876177527,0.051868797200593134,0.07418414779742183,0.07805607609769086
3,lucene-svd-blend,0.3,0.022,27.702,172,860,860,1.0,0.6825303149936044,0.7445085833610476,0.9751221568181659,0.041207306689814,0.06823665190159867,0.06944075745226641
3,ii-svd-blend,0.5,0.146,81.164,172,860,860,1.0,0.6876919772775654,0.7514466132433275,0.9753352847727196,0.049584131297946275,0.08175745397385646,0.08486279417348382
3,lucene-svd-blend,0.2,0.024,27.841,172,860,860,1.0,0.6870901475490278,0.7491402078054407,0.9752883544474189,0.03682952309270357,0.058723415082809205,0.061685762812598785
3,ii-svd-blend,0.4,0.082,71.735,172,860,860,1.0,0.6885312484865601,0.7519775855345769,0.9747873928323908,0.04529423785847481,0.07436276840215714,0.07598757863913544
1,ii-svd-blend,1.0,0.14200000000000002,69.392,173,865,865,1.0,0.7095159918723695,0.7837702830873787,0.9701332767338141,0.04897146971343452,0.0696354879658944,0.07301708575183209
3,lucene-svd-blend,0.1,0.024,27.851,172,860,860,1.0,0.6933548484854325,0.7555597064494559,0.973706081865884,0.03178937361308699,0.0529376417049646,0.055557230996697474
3,ii-svd-blend,0.3,0.074,72.14,172,860,860,1.0,0.690224912715168,0.7534796574113419,0.9758259754026825,0.04278610989394429,0.06664288645730794,0.0680256209249027
1,lucene-svd-blend,1.0,0.023,29.449,173,865,865,1.0,0.7095159918723695,0.7837702830873787,0.9701332767338141,0.04897146971343452,0.0696354879658944,0.07301708575183209
3,lucene-svd-blend,0,0.026000000000000002,35.203,172,860,860,1.0,0.7013073111064471,0.7637219964593803,0.9738698023623094,0.02968074291518756,0.05015585749939373,0.05316134845546608
1,lucene,,0.005,32.785000000000004,173,865,830,0.9595375722543352,0.7014106975461774,0.7793673011096617,0.9467796252294027,0.033170491014062733,0.040311310904557016,0.04237845327440703
3,ii-svd-blend,0.2,0.077,81.79,172,860,860,1.0,0.6927667189252665,0.7559470401514705,0.9761376119061101,0.03873298637101169,0.0605542888786803,0.06143529579166395
3,svd,,19.435,0.508,172,860,860,1.0,0.7081890168533354,0.7734951128900929,0.9730608076759926,0.04689175181958275,0.08894304283877416,0.09191940165777371
3,ii-svd-blend,0.1,0.1,81.271,172,860,860,1.0,0.6961478004073247,0.7593703242091964,0.9758837706273621,0.03563264497999575,0.05728978376356109,0.05886084164964345
2,lucene,,0.007,31.596,173,865,844,0.9757225433526011,0.7209079378294213,0.7957876353051138,0.964585932151883,0.03450279947036058,0.05077686361741506,0.05149894335916424
3,ii-svd-blend,0,0.131,79.984,172,860,860,1.0,0.7003566671064179,0.7637366558311487,0.9760283410309821,0.03368896947477941,0.05090477648567292,0.0528494836552883
2,ii,,21.667,70.09,173,865,865,1.0,0.7155728353936085,0.7962953424425342,0.972352797433366,0.04456549599156639,0.06585176358248142,0.07175320293007229
3,ii,,0.067,73.077,172,860,860,1.0,0.7003566671064179,0.7637366558311487,0.9760283410309821,0.03368896947477941,0.05090477648567292,0.0528494836552883
2,svd,,21.629,0.6890000000000001,173,865,865,1.0,0.7146280605539252,0.8049756053609826,0.9702032824472357,0.048593333169850546,0.08361807544876627,0.0861790902207637
2,lucene-svd-blend,1.0,34.145,32.35,173,865,865,1.0,0.7096732908488954,0.79551522536016,0.9713390790936306,0.048843965822741475,0.07587802741272347,0.07886186919714329
2,lucene-svd-blend,0.9,1.218,32.411,173,865,865,1.0,0.7031995763422583,0.7876521699135292,0.9727015573404291,0.05233334687185833,0.07989995502191108,0.08202605121554604
2,lucene-svd-blend,0.8,0.052000000000000005,29.869,173,865,865,1.0,0.6983024938348831,0.7815731640598017,0.9749144406171315,0.051120641817382705,0.08146312304271329,0.08393446858017431
2,ii-svd-blend,1.0,25.306,79.362,173,865,865,1.0,0.7096732908488954,0.79551522536016,0.9713390790936306,0.048843965822741475,0.07587802741272347,0.07886186919714329
2,ii-svd-blend,0,0.176,79.16,173,865,865,1.0,0.7155728353936085,0.7962953424425342,0.972352797433366,0.04456549599156639,0.06585176358248142,0.07175320293007229
2,ii-svd-blend,0.9,0.115,80.217,173,865,865,1.0,0.70666126650871,0.7916719146398618,0.9717235276773416,0.05093031859225568,0.0819358301873628,0.0833385264668464
2,lucene-svd-blend,0.7,0.029,33.597,173,865,865,1.0,0.6950255849969845,0.777320065228411,0.9746273524272627,0.05081713250848842,0.07843696021374383,0.08075551792310325
2,lucene-svd-blend,0,0.042,32.248,173,865,865,1.0,0.7185674356729717,0.7995456707059764,0.9754143630884557,0.03450279947036058,0.05077686361741506,0.05149894335916424
2,lucene-svd-blend,0.6,0.028,29.388,173,865,865,1.0,0.6934051106653596,0.774922938010126,0.9753001406264166,0.05099724738075253,0.08056914360378094,0.08473413404044768
2,ii-svd-blend,0.8,0.08600000000000001,79.899,173,865,865,1.0,0.7044222954939936,0.7886872193811899,0.9726395350760701,0.05403433578326758,0.08398992287313285,0.08741443670227096
2,lucene-svd-blend,0.5,0.039,36.841,173,865,865,1.0,0.6934681690438174,0.7743990178978043,0.9764763755602736,0.05219297905977191,0.08304896673048898,0.0887820192768812
2,ii-svd-blend,0.7,0.084,85.311,173,865,865,1.0,0.7029710462685566,0.7865709138640281,0.9731607599622305,0.05537918918430871,0.087946391972677,0.09091605440488544
2,ii-svd-blend,0.1,0.082,87.593,173,865,865,1.0,0.7113651336311346,0.7922990971358114,0.9731149406212529,0.047582062324206496,0.06899328275413012,0.0776245727146781
2,ii-svd-blend,0.6,0.097,89.894,173,865,865,1.0,0.7023229475645225,0.785330018523755,0.9746181111858847,0.056986498047889564,0.08586266964082734,0.0908902531290132
2,lucene-svd-blend,0.4,0.025,34.503,173,865,865,1.0,0.6952244359801673,0.7757521002273949,0.9775806714287901,0.051300479939181486,0.07550528469603612,0.08094971502485951
2,lucene-svd-blend,0.1,0.028,34.552,173,865,865,1.0,0.7103849776317063,0.7909102258672385,0.9761135819329703,0.03839400039222803,0.0597819644355239,0.06234773415409252
2,ii-svd-blend,0.5,0.10200000000000001,87.868,173,865,865,1.0,0.7024915530561638,0.7849686849729232,0.9746985637222519,0.05794789794459231,0.08541450686223125,0.09152630732526577
2,lucene-svd-blend,0.3,0.022,35.329,173,865,865,1.0,0.6986579506686951,0.7789724039480723,0.9772123783046973,0.046796495377908115,0.07189508200795398,0.0750015629907858
2,lucene-svd-blend,0.2,0.036000000000000004,37.647,173,865,865,1.0,0.7037291101984195,0.7840369214758678,0.9765546356626202,0.04098760770313541,0.06292052883397573,0.06811633638983805
2,ii-svd-blend,0.4,0.082,88.98400000000001,173,865,865,1.0,0.7034848932504986,0.7854881270380161,0.9747764210384489,0.05902529707153742,0.08698962848714796,0.09604738109829469
2,ii-svd-blend,0.2,0.133,87.018,173,865,865,1.0,0.7079348516816741,0.7891594320444638,0.9733610829800093,0.04955445104320573,0.07292932999879762,0.0803483041227523
2,ii-svd-blend,0.3,0.092,81.243,173,865,865,1.0,0.7053025205124108,0.7868866004598318,0.9730268388940858,0.055155090233328694,0.08060322055172146,0.08934762494704317
